rating,title,text,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,positive_sentiment,negative_sentiment,neutral_sentiment
5.0,Aesthetic’s meet protection all wrapped into one..!!,This is a great way to mix protection necessity with a trendy aesthetic Offered in fun bright colors and done using a thin silicone layer that is reinforced and designed to withstand impact Case has raised lip around the camera to protect camera lenses from direct impact this also accommodates for a protective glass over the front screen all without creating unnecessary bulk or exposed edges br br Love the grab this has in the hand nothing slippery to easily drop This like to cling and create a nice grip huge when multitasking Easy to put into place all buttons and commands respond as expected For a price point under definitely a solid go to for those who like to add a little personality while protecting their investment Hoping info helps decision stay safe everyone,B0B4RLRW3L,B0B4RRMLL6,AEIPJBAN7A55Q5DFFPZSR2UV3OKA,1671732883464,0,False,0.005,0.0547,0.9403
5.0,Works great,Been using this for about a year and it has protected my iPhone screen wonderfully I ve dropped my phone a few times and this screen protector along with the otter box for the sides and back of my phone have kept my phone in perfect condition,B01JJLJC9K,B01JJLJC9K,AHO373WAJCMIUZ4BACHS7RHGBG5A,1570116052395,0,True,0.0114,0.0898,0.8988
5.0,Like Glass!,I really like this screen protector It is real clear and not cheap looking,B01415QHYW,B01415QHYW,AHEL6S3GL2FO55H23RDGAMDKVGNQ,1455624788000,0,True,0.0046,0.02,0.9754
5.0,Excellent Charger,Great charger for my desk Which I would have bought it sooner,B09LCGLYMD,B09LCGLYMD,AHU7GFET3OIRKN67MNONPXRVLAVA,1655307959908,0,True,0.0061,0.023,0.9709
3.0,Not What I Expected,I ordered this thinking it had a cigarette light charger so I could use it in my car Nope it has a standard USB charger It has a cigarette LIGHTER so you can light your cigarette Well I have no need for a cigarette lighter plus I think that could be a dangerous item for someone with kids It does have a variety of charging types which is helpful and those work well I don t have any apple products so I couldn t test that out but the others worked fine I think the description needs to be improved so others don t make the same mistake that I do,B09Q14J6JG,B09Q14J6JG,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1647706235934,0,False,0.4946,0.425,0.0804
5.0,Worked well,Fit and charges fast,B081YBQW6F,B081YBQW6F,AH5Z77BWRBBY24Y5XXJOMYE2NAZQ,1664727034073,0,True,0.0113,0.3178,0.6709
4.0,Kinda okay. Good price.,Haven t set up the finger print reader on the screen The touch screen seems to be slightly affected There s also a slight halo that collects dust,B07RDCN4DL,B07RDCN4DL,AFTTLKPZZTZWKQ65PGHLGYVV4TJA,1586805476981,0,True,0.7147,0.2737,0.0116
5.0,Love it durable great color,One of the better wristlet cases I ve found,B07VFV3Z9G,B07VFVXLG1,AG6GXIPVPXY45AYOCYJGXQ22M7EA,1604778992831,0,True,0.006,0.029,0.965
3.0,Nice sleek look but I don't like that the buttons ...,Nice sleek look but I don t like that the buttons don t stick out at all so you don t know where they are I find myself hitting the wrong volume button all the time,B00SV63G38,B00V6C1V18,AE3XHR55Q4FUJ3S4T46RDKQG46UA,1433956977000,0,True,0.8165,0.1675,0.0159
5.0,"and if you don't have a hair dryer like me, you can just leave it sit for ...",I ve bought one of these for every new phone and device I ve gotten in the past years and I ll never buy anything else These are just the best fitting most appropriately cut durable screen protectors and they do NOT yellow at all I m am artist and this is very important to me br br I currently have the S Edge and I was a bit reticent as I wasn t sure how it would handle the curved edges of the screen they include a little guide on how to handle he edges and if you don t have a hair dryer like me you can just leave it sit for a few minutes to dry and spend a minute or so holding the edges down and it adheres just as well br br I ve been satisfied with IQ Shields for years but I m very impressed at how well their product conforms to abnormal shapes You ll never buy a different brand again,B01BG2EJYS,B01BG2EJYS,AFB4WJDS2H2P6LJTSPWXTST6VFTA,1467722179000,1,True,0.0121,0.0576,0.9302
5.0,Great variety of colors!,I love how soft and flexible these bands are The original band that comes with the watch was irritating my skin so this is a nice replacement for sure They make it easy to take the watch on and off for charging daily or other activities that I choose not to wear it for The quality seems to be very nice for the price I love that I can change the bands out daily to match my outfits I would recommend these bands and I want to get mode colors and patterns,B09M2LB8R9,B0B7RF3Z9P,AEXZWQGRQK2LDCY7AYYAO2JAYWSA,1668720762772,0,True,0.0266,0.1035,0.87
5.0,Good,Installing it wasn t too bad Could of been a slightly better cut for a seamless fit but no big deal Can t complain for a cheap upgrade to protect my pen and make it easily identifiable as mine,B07QPXXRDN,B07QPXXRDN,AERDIKDX2DEYYOO5FMCTNQYLEPXQ,1582170073074,0,True,0.0628,0.2717,0.6655
5.0,Five Stars,Nice case,B0194XM8LW,B0194XM8LW,AFNB6YX4YVEPC4EBHFAIAMTFPCJQ,1476665319000,0,True,0.0267,0.2022,0.7711
5.0,Love it,Great product my son loves his new case for his Motorala phone,B09FRZGXT2,B099DZ9XK2,AFVRUQKS5KW363CAAWW554WGJROQ,1645211602008,0,True,0.0024,0.01,0.9876
3.0,Bueno,Bueno,B0833LX7K8,B0833LX7K8,AGX3VT2QFANFQGO3SYF6NPBMCWJQ,1609600742773,0,True,0.0929,0.737,0.1701
5.0,Great Case at a great price,Solid case at a low price The fact that some cases in fact most are is absurd The kick stand is sturdy,B0B7B7WX5Z,B0B7B7SY2K,AEEJZAUUPMWLRNQPXZCWVZN7OKUQ,1672723372025,1,True,0.1197,0.3733,0.507
4.0,"perfect for some, but not for me",This was a super duty case It even screwed together I returned it though because I felt like it was too heavy with no real grip I felt like I would always be dropping it,B06XQ9QVPG,B06XQ9QVPG,AHAOL2WNHNY66PIPEJWD7EOLXEZA,1496373625000,2,True,0.8987,0.0927,0.0086
5.0,Definitely needed! I kept dropping my cover.,Lovely cover for my phone,B08JQNPGSQ,B08JQNPGSQ,AG2YKQ34MGG55QKZPQMBRSOY56GQ,1662427590703,0,True,0.0065,0.02,0.9735
1.0,Pass it by.,One of the bands broke within a couple of days Followed up with seller as instructed and received an email telling I d get a refund on a gift card and then reorder but from a different link never received the link Basically they ghosted me,B08DNRMRD8,B08DNRMRD8,AFRGTZ6RDIENC4NSLGHWXYAOQZUQ,1607473234443,3,True,0.904,0.0902,0.0058
5.0,Sparkly,It is a gorgeous watch band Looks great with my Apple Watch stainless steel gold Just the dressing up I needed,B09KDHFDCG,B09DN8LH2K,AGSDX3SIVTOZVKQYI6JDMYSYNKJA,1669080534765,0,True,0.0022,0.01,0.9877
5.0,Good,Perfect,B073HY2MW1,B073HY2MW1,AEAN4JS5F4OZZY4UT32SBFM2ZY7Q,1541767190929,0,True,0.0339,0.1119,0.8542
3.0,Good not great,Look and feel are great on first glance I really did like the case After putting it on my phone you could tell the center back of the case was flemsey The middle does not have a latch to lock in so it pulls away from the rest of the case phone Also some I use a pop socket pulling up the pop socket the back cracked,B07CWSG787,B07CWSG787,AHNT4SU65QLDUHVBXLBIRMSZPNNQ,1567212233036,0,True,0.0075,0.0653,0.9272
3.0,It's ok,This product is just okay The light works fine but the phone hand isn t nearly long enough to get a good overhead video The phone pictured is a note and it fits without falling,B07BTH1F3M,B07BTH1F3M,AFLQDCNGYIFGKXWDN4DCLY3QHO7Q,1591063560060,3,True,0.0199,0.0976,0.8824
5.0,Great!,Lightweight good protection without the bulkiness Great product for the price,B07H5T6DQ8,B07H5SC8RN,AGTPICNE4NC3SS4SN57QMI5QPU4A,1546741571649,0,True,0.0063,0.051,0.9427
3.0,"Seemed Promising, Disappointed After a Week",First of all I don t understand why most of these reviews are for other items like Otterboxes and earrings I purchased a tempered glass screen protector for my Galaxy S Ultra and here is my review br br I loved the low price of this screen protector and had high hopes it would be a good one But I think with some things you get what you pay for br br PROS br This screen protector was easy to apply Easier than other ones I have purchased before I got it perfect on the first try br br The screen is easy to maneuver with the protector on so the thickness isn t an issue with the exception of the fingerprint scanner which I will elaborate on later br br The camera protector was also easy to apply and it seems to have good protection of the lenses so far br br The screen protector fits well on the phone even with a phone case around it br br CONS br The fingerprint scanner is a big issue for me I followed all the instructions on applying it and resetting my fingerprint scanner on my phone and I still cannot get the scanner to work with this screen protector It looks like there is a big smudge on the screen that won t go away which I could just ignore as long as the scanner worked but it does not br br I have had this screen protector on for one whole week and the first time I dropped my phone falling from the table to the floor the protector popped right off my phone and onto the dirty floor No way I can put it back on as it won t be as sticky I thought it would last a while not a week br br FINAL br I will say the screen protector did not crack when it fell off and neither did my phone screen so bonus points for that But because of the fingerprint scanner not working and the whole thing falling off after a week I give this screen protector stars,B0BLV9TY8M,B0BLV9TY8M,AGG2YWB7NGBLXKALTUJBJZFS7XKA,1669865854452,26,True,0.1517,0.4302,0.4181
3.0,"Not bad.  Not great, but not bad.",I m happy with this band which I got used for a great price from Amazon not really used just the box had been opened the plastic protective film on the band hadn t been removed br br It comes with a nice tool for pushing the pins out to adjust the length Pushing them back in is left as an exercise for the user but is not difficult I used the flat side of a butter knife br br The band has a nice brushed stainless finish and feels substantial but not bulky or heavy I had no trouble finding a link arrangement that fit my wrist nicely It took me perhaps minutes from unwrapping to wearing It looks great and the clasp arrangement is first rate and very easy to use br br As to style most link bands including the pricey Apple ones all have links that are all the same width A few such as the reasonably priced iiteeology have a gradient width that flares where it meets the Watch That detail gives a very premium look I wish this band had it but for what I paid there can be no complaints br br The lugs that slide into the Watch are just ever so slightly not the right shape They stick out from their slots in my Series by a hair s width Docking a star for that,B07MHXZHJ1,B07MTTKBF7,AEDOHFM25ZBJNS3VNSOZ62IM2IQA,1615134427475,0,True,0.0102,0.0672,0.9226
5.0,"Worth the money, buy them all",I liked it so much I ordered another one in a different color Fits like a glove appears to be well made It s thinner than an Otter Box it looks like it offers good protection though,B00KX7OMW2,B00KX7OMW2,AFDPNYGY6E3O34APN5UAEY656X7A,1437421759000,0,True,0.007,0.0408,0.9522
5.0,Pretty but with reservations,Am still not to certain about this so I use with caution The quality seems to be less than other rings,B07J45YX3Z,B07J45YX3Z,AG3T6TN7JKGHUWLJBUKPOJKK4DYQ,1591890906273,0,True,0.6878,0.2979,0.0143
5.0,but this is the best. The magnetic closure really works,Absolutely fits my LG Tried others but this is the best The magnetic closure really works The clip is good and tight Nice lining quality product I would definitely buy again,B00ZBFM6BU,B00ZBFM6BU,AH2QUWMUEVGQ4NNXNQV6O34DGLVQ,1451867911000,0,True,0.0064,0.0177,0.976
3.0,"just ok,  not as great as i thought it would be",to have to pull apart manually to insert phone is a lil dated does come with hooks to band phone but none were included br personally its just ok it tends to slide down thats risky its but get rubber bands folks and attach to the hooks on the holder or your phone go bye bye,B00MLS8IU8,B00MLS8IU8,AEJCNFF6255HAD7TSDMQSM2PB47A,1489560557000,0,True,0.4031,0.5439,0.053
5.0,So easy to install,So easy to install Will definitely purchase again,B085RSX6WM,B085RSX6WM,AGSVZ6UB4YVAH2W7KU2KKS4MIOGA,1606959540916,0,True,0.0031,0.0152,0.9817
5.0,"Handsw down the best, most powerful",Handsw down the best most powerful longeswt lasting extewrnal battery for all your electronics phones tablets laptops games camaras bluetooth devices YOU NAME IT this Anker Astro E will meet and exceed the demand always,B00M3073L4,B00M3073L4,AHWVD3ZEI4ORH7P2G4R46AMX25OA,1438743344000,0,False,0.0036,0.0327,0.9638
5.0,Excellent waterproof case!,I love this waterproof iPhone case I ve been using it for a few weeks now I originally bought it to use on my phone when I go skiing but I loved it so much that I decided to keep it on all the time br I was immediately impressed with this case when I got it in the mail It comes really nicely packaged gift quality and also has step by step installation instructions included with photos installation takes a few minutes longer than standard cases but the instructions make it pretty simple Case is very low profile this was a big deal for me as I am not a fan of the bulky cases I like to be able to keep my phone in my pocket Touch screen and buttons all work perfectly I haven t had any issues br My phone has been dropped and thrown by my toddler it s gotten wet and been in the snow So far this case is holding up well I m very impressed by the quality of this product I also love the variety of colors I got the Teal and it s awesome I would definitely buy this case again in another color br I received this item in exchange for an honest review,B015BCKJBQ,B015BCKJBQ,AEDJRZNH4XDXHVSXYQOBNR4X2PAA,1455582922000,0,False,0.0055,0.0275,0.967
5.0,Cute and functional.,Love this phone holder Got it I time promised Holds my phone fine plus I have a case around my phone and the holder has plenty of room in it for my phone with the case It does slip around a little but a few felt pads and it is great,B01DKA24EQ,B01DKA24EQ,AHPJYIG2QLF3EC45JN4VFXA4XDQA,1487366301000,3,True,0.0039,0.0336,0.9625
3.0,Three Stars,It doesn t fit my ZTE as the pictures shown on the website,B071Z95464,B071Z95464,AHP7QCX4EJYRBLPDXDVTYHELI4FA,1526090455864,0,True,0.7046,0.283,0.0124
1.0,One Star,Love the design and everything but everything rubs off would not recommend anyone getting this project,B00F4OQW86,B00F4OQW86,AFCB7LBPZNVYO5RGVHRBSA6ZQIQQ,1410856676000,0,True,0.3744,0.2476,0.3781
5.0,Fits perfect,A must have to protect your watch while doing chores at home Peace of mind Easy to take off,B07WRBDXZ8,B0C4F1WFLL,AE6ZJB6M4WVX5YMARICKO6PT5LGA,1665087410888,0,True,0.0349,0.6201,0.3449
1.0,Very disappointing since I had this case for my samsung galaxy s4 and loved it.,it is pressing on all the side buttons and resetting my phone to factory default it did it twice so i am returning it Very disappointing since I had this case for my samsung galaxy s and loved it,B00YNJZ6MG,B00ZZELR58,AFJF6OOMC5K3HFB32RDY5WRYASDA,1450332193000,0,True,0.8287,0.1447,0.0266
4.0,Very nice pen for Pixelbook and tablet.,My son is back to school this week and we got him a Slate tablet so he could start the new year on his A game He really likes his Chromebook so this was the next step and this pen makes his note taking drawing etc on his apps very simple He is annoyed by the battery and the need to store it carefully but otherwise says it is works great,B07K9FJPD5,B07K9FJPD5,AGAV7IY4HWGYRUIAGUZRXYUJ22DA,1566175190291,0,False,0.0035,0.037,0.9595
4.0,Works as expected.,Works as expected,B07LB2BLKM,B07LB2BLKM,AETMYFEOI75ESCVEYPIRIBIXFF2A,1616434761883,0,False,0.04,0.5125,0.4475
5.0,Great Choice,I like this phone holder When I st bought it I thought the neck wouldn t be long enough and I would still have to look down while driving but I didn t The neck IS long and sturdy and it holds three phone in position perfectly Im so glad I bought this,B086V9PN7H,B086V9PN7H,AEBPSVD5JWEUYJME3HQ7BCDFMMHQ,1612037188518,12,False,0.0427,0.1005,0.8568
5.0,Five Stars,Great product to keep your stylus nearby,B00KGDLBCW,B07CR575TK,AF26D4Z5BJF5WC2S4NPGKER74SZQ,1417197422000,0,True,0.0034,0.0215,0.975
5.0,I WILL ONLY HAVE OTTER BOX ON MY CELL PHONE!  LOVE LOVE THIS PRODUCT!!,I will ONLY buy OTTERBOX FOR the BEST protection of my cell phone None better than the DEFENDER SERIES OF OTTER BOXES br GREAT PRICE for Brand new case Never buy r from retail stores again Also NEVER buy knock off s of OTTER BOX LOVE LOVE THIS BRAND,B00X0X2WFA,B00X3QJ1SU,AEBKKFAVG5VMKGVMPSENGLREH23A,1457932939000,0,True,0.0257,0.0795,0.8948
4.0,Nice,This band is very comfortable Rated it a star because my hands are wide and it is a little uncomfortable to put on I m thinking it will not last long Very pretty,B08LDJ5KDH,B09XV62M7V,AH2SIVFCKZDB4JGQUNZSKJ36MILQ,1654771523372,0,True,0.0937,0.173,0.7333
5.0,Sturdy and convenient,These cell phone stands are awesome Strong and sturdy enough to hold an iPad I have two on my work desk for my personal and work cell phones and they allow me to easily see who is calling or texting I bought of these,B07438NMTX,B08VHJH6Q2,AGE2UQJQY7MUOFTQ4J3PDSJMNUUA,1616417143715,0,True,0.0033,0.0483,0.9484
5.0,I bought his in the spring 2016 it is great!!,I bought his in the spring it is great I am riding my horse and have been in the sand and rain dust you name it It has not failed me also put a hard cover on glass of my Galaxy and that s another great buy thanks for all protection for my phone,B00PL731WG,B00PL731WG,AHLSVFH5K33RLCVKAXRUSVEDJR2A,1474851660000,2,False,0.0071,0.0302,0.9627
5.0,Very good cap saver for the Apple Pencil.,After using this for a couple of days I wondered why it was not part of the Apple Pencil set up The protection it offers for the pencil to iPad connector is perfect It is very handy and doesn t interfere with the comfort and easy of using the Pencil,B07CL8QSL1,B07CL8QSL1,AGIL6A7CSCB3E7GL45N6XH2L6INQ,1615097271397,0,True,0.0404,0.318,0.6416
5.0,Doesn't get hot like other ones,It charges my phone I have a OnePlus they don t get really hot like other companies do They are a little smaller than others but they charge just fine As others have said the USB cables that come with it are useless they re not even ft long However it does come with two USB C to USB adapters I m using one on my computer on my USB to transfer files Highly recommend these I don t think anyone will regret buying them,B0B2NLWG1Q,B0B2NMV4D9,AHVYDLHHLULEVLROKGVQW6VOTLCQ,1671046769467,2,True,0.0308,0.216,0.7531
1.0,The stickiness of the guide was poor and it caused the guide to move from its ...,I had an issue with the guides to place the protector on the phone The stickiness of the guide was poor and it caused the guide to move from its correct placement on my phone Because of that I had to remove it and try it again only to have the same outcome This caused the protector not to stick on the phone on the entirety of the glass There is a big unstuck area on the screen When I wrote to the company at their request I got the following reply since low temperature would affect adhesive may I suggest that you take screen protector off clean phone screen and install it again indoor with relative high temperature I informed them that I had indeed installed this in my home and followed all of the instructions but days later I still have had no response from Omoton I would recommend staying away from this product and certainly this company,B01JBTPHJ4,B01JBTPHJ4,AGPV2L56J3JU6RVJXS2GEF2RKPPQ,1520617595875,2,True,0.7674,0.2181,0.0145
5.0,Five Stars,fit the phone smug love it,B00MWB3NFO,B00MWB3NFO,AFGSPMO7IKXC2JRJJTO33DTHVL4Q,1427373175000,0,True,0.0066,0.0504,0.9429
1.0,Why,This was not even worth pressing the buttons of my phone Have already got the return label,B07YG7X84D,B07YG7X84D,AGKYDOFRTLOBMW5REM47C2GAQJUA,1577486955303,0,True,0.8823,0.1008,0.017
5.0,Love this phone stand,Great product Works looks great and very reasonably priced,B00WHZJHUK,B08VHJH6Q2,AF4QNAGZ37WXUT2SSCLDU4LLS43A,1506302519110,0,True,0.0076,0.018,0.9744
5.0,Great purchase,Will purchase again,B00E5Q5BCC,B00E5Q5BCC,AGNNRCJGMEQNTMKNR3AFLWZUFP7Q,1570968061384,0,True,0.0197,0.3128,0.6675
5.0,"Cute, perfect for those who don’t wanna carry lots of stuff",Ideally I like to just leave the house with my phone and nothing else which is why I always get cases where I can put a credit card my drivers license and a bill This has room for a little more than that even I could add one more card and probably throw a few smaller bills in the mix as well The design is cute the construction doesn t have any defects or flaws that I can see and it does a decent job protecting the sides and back of the phone Very practical and useful It s not really great at standing your phone up at any particular angle so manage your expectations when it comes to that Otherwise great,B0BKWB849F,B0BJDWMJSS,AH5HSMUMRJRDWBPFDQ6G3EAAOSFQ,1672793370869,0,False,0.021,0.4065,0.5725
