rating,title,text,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,positive_sentiment,negative_sentiment,neutral_sentiment
1.0,No fit,Wrong size,B077B2VH3Z,B077B2VH3Z,AGLZYOIKSRCSHET53WLR6F7ACOXA,1544539981204,0,True,0.5204,0.4339,0.0456
5.0,Great product,Buy these all the time for our refrigerator and have never had any issues with leaking or whatever Highly recommend,B004MNO8HC,B0BHVB8BF4,AHGZEDKCXKI5DHBZYZZXXWHBLJXQ,1494278465000,0,True,0.0088,0.0557,0.9355
2.0,"OK product, may need to tweek to work correctly",Works goodt took a little flushing but after a couple of glasses of water it worked great and appears to clarify and clean our drinking water had issue during the installation had to fenagle it into place so it would leak,B0032JTS5E,B0032JTS5E,AHOBT2KRVL3LJ72MDBB2EQJRSMUA,1374251471000,1,True,0.0412,0.1806,0.7782
5.0,Good filter.,Good filter Works well Very satisfied,B00E58P7ME,B00E58P7ME,AFAQGAF7DWVD3QC7QVLYR34PC3AQ,1475781975000,0,True,0.0056,0.018,0.9764
5.0,My new favorite thing!!!,So happy with this purchase Arrived on time and in good condition Super heavy br Easy set up and started making ice quickly after I figured out what I was doing If you have the water attachment for the side you only need to put water in it Don t put water in the front of the machine like the directions say br Then you are good to go Party ice anytime you want,B09JY77GCY,B09JY77GCY,AHZWESBOCMJLMEBNUP6Z5LZNS7LA,1658619539775,0,True,0.0039,0.0288,0.9674
1.0,This outfit is all wet!,The wash cycle seems OK although the digital setup is a bit cumbersome The combo washer dryer does NOT dry clothes In fact during the DRY CYCLE it adds oz of water every seconds It runs literally for HOURS and then the clothes still come out damp br br I called customer service They sent technicians out who thought the unit was behaving strangely and said they d contact LG to ask them about it Later they called back to report that the unit was functioning according to the manufacturer s specifications So unless I was willing to part with a couple of hundred dollars for shipping back to the dealer I was stuck with it Worst appliance purchase I ever made,B0039V7JFG,B0039V7JFG,AEOSHIBAGOCBJ3SRVYLU3J6HCISA,1353359989000,6,False,0.6872,0.281,0.0318
1.0,From china,Fell apart Not from usa,B07JZ2Y7F7,B08D3K8PHG,AEDD22B5KNX4OP27EH24KBXCCJOA,1573305542069,2,True,0.4645,0.5134,0.0221
3.0,Three Stars,Cheaper to use than pre packed cups but it s messy and has to be loaded and cleaned,B000DLB2FI,B000DLB2FI,AHXTAGDHFFGNDEV7VYYEHMR6OKGQ,1426700475000,0,True,0.5809,0.3731,0.046
5.0,Great product thank you,Great product thank you,B0026SZF4A,B07P5JB2G1,AE6IF3GQ5FWDHK2S5CZYM3OQ5G3A,1553387318109,1,True,0.006,0.0152,0.9788
1.0,Not the right part,Not the actual part of the wiring harness I needed sadly not all LG parts used are available how to splice wires for repairs instead,B00M0YLU76,B00M0YLU76,AETKYHNPGBPM444AQPLHRT4UUSWA,1577465428442,0,True,0.7197,0.2586,0.0217
4.0,Good filter will us again.,Got just what I asked for and they are working great,B06XRNTC76,B06XRNTC76,AHCJFTXV6PWT6V2LKKZYMZJQKIIQ,1645472197740,0,True,0.0056,0.0209,0.9735
3.0,Easy to read knobs but not a true d-shape back.,Easy to read knobs and correctly placed options that match my old appliances but they do not fit my cooktop or range Thought these were d backs and though the backs look d shape ish from a pic I saw posted earlier there are small nubs inside the openings that stop knobs from being installed correctly I took my own photo of knob backs for reference hopefully this will help another buyer My search continues,B01M0A3DI1,B01M0A3DI1,AFCQDXNYTKKUZKF6M6V366S5U6HA,1567017233651,1,True,0.5039,0.4532,0.0429
5.0,Works perfectly!,works perfectly I called Samsung to verify this is the correct kit and it seems that this is the only kit for Samsung gas dryers,B002J2LX1W,B002J2LX1W,AG7HTYIREXHFFGUT6PNBEP2SQP4A,1514114592047,5,True,0.0145,0.3226,0.6629
5.0,Excellent,Excellent,B00LQDCWJM,B00LQDCWJM,AFBOHUYA2XSBWHV4MQUZPLMLFGHA,1576376373977,0,True,0.0353,0.1483,0.8165
5.0,Perfect for my Kenmore Refigerator,I bought a Kenmore refrigerator several years ago when Sears was still a viable place to buy appliances Just because Sears is in trouble now doesn t mean I m ready to throw out the frig These filters are the right replacement models and much cheaper than the Kenmore filter even if I can find the Kenmore replacements which I can t find easily These work very very well and are easy to replace This is my third time to buy these filters and I am not dissatisfied,B01I6GTVRW,B01I6GTVRW,AH2QUWMUEVGQ4NNXNQV6O34DGLVQ,1629399646920,0,True,0.093,0.426,0.481
5.0,Five Stars,Product looks and works great,B01FSMDK38,B07BWGY9VG,AHJTZIZEYWBYFSJSQHTSQMCFWLLA,1492973657000,0,True,0.007,0.0235,0.9695
3.0,It's the right part - maybe I'll get another year or so out of it,I feel a little bad about giving this a star review br It is a part after all br It is the right part and fixes the problem it s needed for It does the job perfectly for that br But this is my th or th handle in years Maytag you should be ashamed,B008YDSX0Y,B008YDSX0Y,AGPYZ3M6ME4ZHC3JSGNK6KG477AA,1428190373000,0,True,0.459,0.3584,0.1827
5.0,The right part,It was the part I needed and fit perfect,B00PMEOPRI,B00PMEOPRI,AEFKZBHTTKORKH6XVTK2DODAGANA,1630378851805,0,True,0.0057,0.0434,0.9509
5.0,Great quality at a good price.,Great quality at a good price For less than I didn t expect much But these are fantastic Not as thin as I thought either,B001860MZS,B0B9H5NZRD,AG7LJXNAHMWH4NQNHDJM3YHKI5HQ,1481216134000,0,True,0.0103,0.0296,0.9601
5.0,Excellent product,Superb replacement,B00545AC8Q,B00545AC8Q,AGDLJV6XWEEFEIX6X6FBCLIZMO3A,1593647147526,0,True,0.0258,0.0946,0.8796
5.0,Good quality,Good replacement for original filter,B078WK2Q83,B078WK2Q83,AHX3JF5ODLE4XONTNBL4BORXWWVQ,1673703356942,0,True,0.02,0.1416,0.8383
5.0,Worked well,Worked well and installed quickly all I could ask,B00DM8JUIU,B00DM8JUIU,AES2NLKCBDLI2YNSWIBMHPR2UB6Q,1405276373000,0,True,0.0092,0.0513,0.9395
2.0,Its a cheap functional piece of junk,Being less than a hundred dollars its a functional piece of cheap junk Certainly a money saver No more dragging small loads of clothing to the laundromat,B07HVSR8RF,B07HVSR8RF,AGWUIRWBXRGAVYMH6F3XQUAUYGMQ,1559361396598,0,False,0.3187,0.492,0.1893
5.0,Exact factory replacement for Whirlpool FSP #106-626662,I have a y o Whirlpool fridge with an FSP icemaker that stopped heating correctly causing hollow ice cubes and eventually it ended up turning the tines into the ice cube partially melted or partially frozen depending on when it was happening and would stop then get frozen in the cube and never turn again without forcing a harvest cycle I also had low water flow from my water line so I screwed the valve at my copper water line in and out a few times leaving it opened completely at the end and that fixed the low water flow at both the water dispenser and the icemaker Must have had some build up at the hole in the copper line Buying the tray heater element was more expensive than this almost complete icemaker My wires went thru the inside wall so I wasn t able to swap out the wire connectors that came with it but thankfully my old set hooked up perfectly The front portion and shutoff bar fit perfectly on this new one For less than we re good as new,B005ARCBGY,B005ARCBGY,AH42AU33PGKBN6CIMKNDBLC6IZDQ,1372215442000,1,True,0.6289,0.3509,0.0201
5.0,nice hood,hood looks nice and works good looks great,B000UW20OM,B0BW9B4YZL,AEN54YUNOH6JHIAYHZLQ3R3ULQQQ,1579092252286,0,True,0.0048,0.0237,0.9715
5.0,It fit my fridge and seems to work just fine!,I really am not looking for anything special here just a filter that fits my fridge is easy to install and keeps my water tasting good to me good means basically tasteless This hits all of those requirements so no complaints,B0045LLC7K,B0045LLC7K,AFPBV45MYM2HLBT2AH2JJ3FUADUQ,1611946594784,0,True,0.0435,0.2329,0.7236
4.0,Four Stars,The water doesn t taste like crap so I think it works,B01CA34OU6,B0BVFQY9HH,AG5XPWBKQ6OSCJRRXKQDXKLDGCZA,1510551006802,0,True,0.0727,0.2968,0.6305
2.0,Great Concept but eggs roll around,I love this concept but the eggs roll around if not full and takes up too much room in the refrigerator,B093SNJ2NN,B093SNJ2NN,AEATXXBKCXVHFFXJA2LL2DMA7TCA,1641087287984,0,True,0.2457,0.3503,0.404
5.0,Five Stars,These are perfect and the price is right also,B073PLT7TY,B081KSD3BK,AF2YDFZHDKOICVGATLDAMVKMY3WA,1531198031634,0,True,0.0066,0.0176,0.9758
5.0,Five Stars,Fits my fridge perfectly,B00E37TR6E,B09YQ1CT3G,AFEN4L3XUV23VZ2ZAJKSMRCTH5FA,1457732004000,0,True,0.0048,0.0498,0.9454
5.0,Five Stars,Works for me,B00287YBAS,B00287YBAS,AFAIWHNCPPIKLW2DWNKEL55KGUFQ,1431276579000,1,True,0.0114,0.1648,0.8238
1.0,One Star,Size is ok ice on back wall is not Has several big dents,B00D1SZNO6,B00D1SZNO6,AHITXNOQLXKJV2GVWFE5QM3R466Q,1515680033150,1,True,0.4482,0.4729,0.0788
5.0,The best thing since the invention of the washboard,I didn t know these existed Now that I know I think they are just wonderful I have two One for my handwash and one for the cat s laundry The cat s stuff can t go into the machine because his hair will clog the drain there As some other reviewers have pointed out you have to watch out that the handle might come undone That s why I took a star off on lightweight Too lightweight isn t a good thing But if you give the thing it a twist in the right direction while you use it that won t be an issue In the long run I may try glueing it or putting an aluminum pipe over the handle part But just for now it makes doing the handwash a breeze and I can do the cat s laundry with a lint trap in the drain I also love that I can do his laundry separate from mine and don t have to think about cleaning a machine off icky stuff cat messes before using it for stuff that I ll wear I saw a similar model with a wood handle Wet wood is not a good idea here Humid climate If they ever make an all cast aluminum or stainless model I d be first in line to buy that Except for coming in separate pieces these plastic ones work fine I can t say anything about the longevity yet but I m not too worried If these break I now know where to get more I m using them with Dollar store tubs but will probably upgrade to using a bucket once I can go out and buy one Current online bucket prices are usury Even if you only use one of these every now and then it s a good buy and they don t take a lot of space I don t use washable floor mops but if I did I d get another one of these washers just for that purpose,B092X4THVJ,B092X4THVJ,AFZVOVIN2GTPUXS64Y44ORWIOETA,1638806511629,11,True,0.0897,0.271,0.6394
5.0,Great for an extra small space or hooking up to a sink,I bought this for my daughter to keep her out of the laundromat after she became sick You never know but better to do you own laundry at home She loves it and it cleans very good If you need to do more no worries each wash goes quick She said it s really cute Exactly like a full size only mini,B07STLLSWF,B09LTXBY22,AGVFVR2ERVSJALZH335USGLZE7LA,1630355150972,0,True,0.0129,0.0809,0.9062
5.0,Awesome !!!,Excellent,B06WWFTQLC,B07JHBPYKZ,AH7TIXQVNNUY5SKYA4LTZ6VWCS3A,1587503866167,0,True,0.0353,0.1483,0.8165
1.0,Pain to clean. Wouldn't recommend at all,Definitely not non stick or easy to clean First time using it was a pain to clean and never actually came off Terrible product and false advertisement If you don t broil or cook on lower temps under maybe then you ll be able to clean it,B00O913L20,B00O913L20,AGOOAFNCK3U2OTJ3KS52N4IUTSKA,1588251827897,7,True,0.9207,0.072,0.0073
5.0,Perfect,My year old dryer lint trap was not trapping any lint at all and I was getting an overflow of lint inside the opening where the lint trap goes and because of the lint the lint trap wasn t fitting in the opening either Every weeks I had to unscrew everything apart and clean out all the lint I originally was going to order this part from another website that carried parts for my dryer but it was going to cost me about I typed in the part number of the lint trap into the search box on amazon and viola it was available for under with prime shipping It fit perfectly and works as it should,B082YNXFVC,B082YNXFVC,AGDJ6ZJOPY6IWKOQMU4JOUHWRYJQ,1630545161641,1,True,0.7215,0.2495,0.029
5.0,Five Stars,good,B00QI0WLCG,B00QI0WLCG,AE3YT2GKXWGP5AOHYHIQYCGTHEUQ,1512067559968,0,True,0.0711,0.2777,0.6512
5.0,This is the one...,If you have a Keurig Coffee Maker these are the filter baskets to purchase They are the Keurig brand and very well made I recently received a Keurig coffee maker but the pods are costly and the coffee although very good is a bit strong for my taste I like my coffee black nothing added and have become addicted to Maxwell House I usually prepare three cups of weak coffee in my conventional coffee maker daily Well I made a single cup in my Keurig using one of the Reusable K Cup Baskets I couldn t believe the results The coffee is much better than I experience in my regular coffee maker I doubt that the superior flavor is my imagination but what I had expected to be more effort was making the coffee a cup at a time It was much easier than using my conventional coffee maker I have both coffee makers on my kitchen counter I ll probably retire my multi cup regular coffee maker now And what is most important is that I won t need to invest in expensive prepackaged pods I can continue to enjoy my regular coffee I m very happy I did look at some other refillable coffee filters on Amazon and I selected these Keurig filters I m glad I did They are well constructed and should last a long time Be sure you seat the refillable filter properly The first time I use it I didn t have it seated properly and it would not start the brewing process Scared me for a moment and then I reseated it and all was fine,B006RWCZC6,B006RWCZC6,AFXSROOZOI7ZSDDGKDPJ4J3WC6JA,1357595558000,1,True,0.0084,0.0862,0.9054
1.0,Cheap.  Overpriced.  I hate these.,Cheap Cheap plastic that breaks so fast that you will be buying and buying and buying If you own a stove that requires these knobs plan on spending a whole lot of money to keep your stove from looking like run down junk They are just awful,B00DZUBORA,B00DZUBORA,AH5RKO5JF332LQMJY2PQXMNHGXYQ,1501803610181,1,True,0.863,0.1152,0.0218
5.0,Five Stars,great,B000DLB2FI,B000DLB2FI,AE4N7Q2VHBWKDY272MVW3TGPE5YQ,1469627676000,0,True,0.0635,0.2459,0.6906
5.0,Great replacement,Our old filter suddenly developed wear and tear it was used for sparingly for six years I m thinking that repeated washings in the dishwasher may have caused the tears In any event the replacement fee was reasonable and it was an exact match from the manufacturer Highly recommended,B00007E7LT,B00007E7LT,AESG4HWPWNO6KC5SLR4VJFVQXBBA,1301050747000,0,True,0.4887,0.4219,0.0894
5.0,If it ever breaks I will buy another to replace it!,Much much better than what we could find at Lowe s The plastic it thinker and seems less brittle,B0028BAAWW,B0028BAAWW,AE5OTOBOLVBR5R5RORIYZ5OM5M3A,1557134306916,0,True,0.0348,0.1332,0.832
2.0,Still searching for the reusable k-cup pod that doesn’t brew weak coffee.,Brews weak coffee,B016DU85B6,B016DU85B6,AE53DSPBZMI73BEEJTSPYBZTSWVA,1642448928891,0,True,0.66,0.3059,0.0341
5.0,Easy to clean,Been using them for a couple of years Coffee flavor for the larger coffee mugs is great I like Sumatra coffee and the flavor is very rich,B0179LQ0VA,B0179LQ0VA,AGYWWUKIVD3DX34AM7FFACXZ23QQ,1557109348061,0,True,0.0033,0.0253,0.9715
2.0,Looks and works like Kourig brand product.  Update!,This contains powdered charcoal just like the name brand is the same size and works as best that I can tell the same way The price is less than the brand name which makes it a good buy I just used the first of the filters While soaking prior to use the water turned black It took repeated soaks to eliminate the charcoal from seeping into the water I assume that the charcoal will remove impurities and taste odors that might be in the water but the material that wraps the filter seems much more porous than the Keurig brand,B00X9805GO,B07RZ4MGXR,AG5YN74GWI6CYEOYS72Q3BUT4VYA,1539359236886,22,True,0.0141,0.198,0.7879
5.0,Good price,They worked fit my quisinart cofftmsket,B00J3K2XB2,B00J3K2XB2,AGKE3H2EFX5N65Y7ZJXJKDIAR5IQ,1554414017364,0,True,0.0139,0.4688,0.5174
5.0,Durable and simple,Got this wallet for my partner a couple of years ago and he really liked it We just bought another one because he accidentally threw it away at a rest stop The old one was still in good condition after two years and he wanted the same thing over again,B00MQ86N32,B00MQ86N32,AGU2RW6BMF3DEDKVTZNC6446B35Q,1436897703000,0,True,0.0247,0.1642,0.8111
5.0,Perfect dryer is back in business yipeee,It works like it should,B07HKCQN2X,B07HKCQN2X,AHS7SN6A3PF65NKI3WFCJEH5EDUA,1629149494062,0,True,0.0214,0.2992,0.6795
5.0,Powerful and compact,It does the same job as the big guys in just a little smaller package br The nd rack is great just make sure to clean it in the corners after each use that is where the grease can collect,B08C6GQKQW,B08C6GQKQW,AH7OKRCX72BHKD6MJ2XKJPUOQIGQ,1629684251268,0,True,0.0135,0.1341,0.8524
5.0,ELEGANT AND PRACTICAL,This refrigerator is really slick looking and that s just the beginning It s roomy for a relatively small fridge with an excellent layout Love the freezer on the bottom with three pullouts and the counter depth which ensures things don t get lost in the back It was not more expensive than the average fridge these days but the look is so different Instead of those overblown puffy textured plastic semi cheesy common fridges this has clean lines brushed stainless energy efficiency and a utilitarian understated elegance We ve had it for about a month and so far no complaints I m so glad we opted for this one Far and away a superior appliance,B008TYXFMY,B008TYXFMY,AGQ2X5ISOA47B6Q4NKO56PTJXUYQ,1362318244000,2,True,0.0103,0.0534,0.9363
4.0,"works okay, makes mess still",Still makes a mess because the mold design lets the handle capture grounds as well as the scooper which makes a big mess Anyway works still,B01AML6LT0,B09CBF2XCF,AEQ56ZSEWDKJ4GLPKOH2JJ5ZTVGA,1542040212964,0,True,0.853,0.1341,0.0129
3.0,Too Loose,This doesn t stay on one side or another very well so we have to keep it tilted to one side which I m sure will scratch our dishwasher over time Otherwise I love the simplicity and the black color,B09XD2Z5MC,B0BCVN2QG5,AEDSSQHLGPSIJKTLFMS67MZQEFUA,1670031504090,0,True,0.5558,0.3832,0.061
4.0,Goodwin one shortfall,Leaves slight residue past filter bot not excessive,B00BISHJLQ,B00BISHJLQ,AH4E6OA6UGWJDDFAGOZYGMN7UOZA,1647444019477,0,True,0.1006,0.7909,0.1085
5.0,Five Stars,Quality does the job,B003BIGDN6,B003BIGDN6,AEZ6L3SCA7CZAACP3JD7KNBVFMEQ,1465580507000,0,True,0.0242,0.2446,0.7311
4.0,Holmes humidifier filters,these Holmes humidifier filters arrived in just a few days The price was very competitive I usually order in quantities of at least so I am ready for next season,B00B1JTIM0,B00B1JTIM0,AG3B372SCLT5MSY4HA22OX3VQOSQ,1401293653000,0,True,0.0066,0.0959,0.8975
5.0,Help to keep stainless steel stove. Clean,Arrived on time product is helpful in keeping stove top clean,B07X2GG7YT,B07X2GG7YT,AHGIWWYOIUXVXS3PM6DB2HMQWLKQ,1616502116292,0,True,0.0053,0.0892,0.9055
5.0,bypass water filter,this is great for not needing a water filter on refrigerator since we have other filters in house,B004H3XVKM,B004H3XVKM,AGJKRDAMOV2XT3WRT3O3FJJZOWEQ,1452723394000,0,True,0.0061,0.085,0.9089
5.0,works great,exactly as described,B00BCOWTE8,B00BCOWTE8,AHM44YC5M7C6FKIYMYECMI4YR25Q,1496343044000,2,True,0.2442,0.6812,0.0746
5.0,Excellent,Love that this is organic I followed instructions for use I am using my bags for cold brew coffee So far so good,B0138WST8G,B09DX5CCTL,AEVNQTR366QR566APG7AK2LO56RQ,1483477423000,1,True,0.0028,0.0168,0.9804
5.0,Five Stars,My dryer works again D,B015ZLG6WY,B015ZLG6WY,AF5UHETD3V45YOOJKVTVVFKVT6KA,1468938585000,0,True,0.004,0.0785,0.9175
5.0,bought it for my mom. Her new coffee maker ...,bought it for my mom Her new coffee maker did not come with one and it fit perfectly I am very pleased,B000AYH770,B0BHNSLKNZ,AG6X5JJNWWYY2UMULFSOLQHJL7BA,1445612157000,0,True,0.0063,0.0427,0.9509
5.0,works good.,Its easy to clean and a little taller than regular filters so less overflows of grounds,B01MY0BDX8,B08JVQTQ11,AFKSOZ4MJZMQGJ3QPSYARC6XPD5Q,1611681193379,0,True,0.0358,0.3237,0.6405
2.0,Worked Until It Didn’t,Purchased this to deter my mom with dementia from getting into things It worked great for a very short while couple of weeks at most and then it just stopped The plug would no longer lock into place so with even just a gentle tug the plug would fall out allowing the door to open I returned it and opted for a doorknob with a keypad lock So far so good,B09V2V7K8Y,B0B47KJH4D,AHQV6IPUGFMM3K4GO3WGXGUP3UUA,1670863540067,0,True,0.2179,0.5084,0.2736
5.0,This fir my dryer and is fine,this fit my dryer thanks,B07V33VC28,B07V33VC28,AGF75DA7NPT5NGZWRHE6PNHCGM7A,1668631425802,0,True,0.0119,0.256,0.7322
4.0,Makes a decent cup of coffee,I really like this device Its super simple and effective product Basically its just a hard plastic hoop with netting firmly attached br br To operate you just place it on a coffee mug Add coffee about two table spoonfuls to the net Then slowly or it will back up pour hot water over the grounds Allow it to steep brew to your desired strenght not to long Oh don t wring it out into your coffee Super easy br br Let it dry out a little have some paper towels ready then dump out the grinds Rinse and you re ready to go br br Overall A great cheap portable device to have hot coffee anywhere,B0087SPTLC,B08V3174QC,AEDAQDHQQSXHJQ4EOHE6SWYFUNWQ,1388379239000,0,False,0.0035,0.0427,0.9538
5.0,Works great.,Seems to work as well as the Samsung filters for a lot less Fit perfectly Might be worth researching to see if there is any information on particulates that this does does not filter out that the Samsung filters do do not but seems to work just as well,B0147HIQ4I,B0C5FL512B,AEEL7SLRUZHFXWQHYUMBMUK3VX4Q,1462400207000,0,True,0.0474,0.4947,0.4579
5.0,Cover,Happy,B09TB3Y5VH,B09TB3Y5VH,AHPE2VIQMN4QQMY6FDOBTI5MDHTA,1665769064091,0,True,0.023,0.092,0.8849
5.0,Works well,Coffee taps out nicely after use Works great Money saver,B0787PSQW2,B07JHBPYKZ,AGPF3JDCBBJ2RI6YDPHHO6J2GWHA,1580586136694,0,True,0.0047,0.0334,0.9619
5.0,Easy install and fit the 30 y/o frig!,Fit perfectly on our yr old Kitchen Aid Has a slight texture but a LOT cheaper than buying a new fridge and texture isn t visible unless opening door Very slight I m picky It s fine,B0788BKDBM,B0788BKDBM,AHX6MN3FF7ZJ46MD34345F4A4TAA,1626212475228,0,True,0.0586,0.3593,0.5821
1.0,This didn't work in my dryer.,This did not fit into the dryer without pushing it super hard Doesn t fit right It was also glued on the sides in places and it seemed like the screen was put on improperly I returned it for a little bit more expensive model that fits great,B00GK4P77G,B00GK4P77G,AHYDFFXXEPT7DFODEGRMU5TQCVRQ,1534525223144,0,True,0.7939,0.1791,0.027
5.0,Okeydoekey,Does what it states it will I had it professionally installed because I was not sure how to disassemble the dryer but as it turned out neither did the service tech He just ripped it apart willy hilly I could have done a better job Product is fine just make sure your service tech knows what he is doing,B000ZIKT94,B000ZIKT94,AG2QSWVQN7RH7J5ZNF6XGKXXSH4Q,1431119254000,0,True,0.7689,0.2086,0.0225
4.0,Great replacement for 10 year old LG HE dryer,It was a perfect replacement for my LG dryer who is lint trap had been failing miserably to the point where it was caught up in the entire insides of the dryer My husband had to remove the lent by taking apart the dryer I try not to do what I did and go ahead and buy this set of dryer lint traps because it s totally worth it My only complaint would be that the screen seems to get looser after every cycle but that s okay because there s a second one,B078YDMBSD,B078YDMBSD,AHU4CWZZUFIGXIEZBYLPIQOMGKDA,1593970168253,2,True,0.3281,0.2958,0.3761
4.0,Easy To Clean....Just Throw It Away!!!,Previously used the metal burner covers which after numerous clean ups start to look dirty and worn These disposables are a much easier alternative and when they get too dirty you can just toss them and replace with a nice clean new cover The only issue I encountered is the inner circle trim is just a tad too large and when first used the edges burned off for a few minutes Not a big deal and if you choose you could just trim the inside easily with a pair of scissors I hate cleaning and this helps reduce one task in keeping your kitchen clean,B07PHJK6GY,B09XMP1M76,AHL2Q3T4ETRTLGDMN7TF5JIRVK5A,1606715330979,6,True,0.4004,0.4659,0.1337
5.0,Nice,Ice cubes a little small,B07R56HW4G,B0BS6H2WL5,AGR6K4UP47US2WCAO4TF4FTOKKPQ,1569375455189,0,True,0.0451,0.7584,0.1965
5.0,Cheap easy repair.,Easy to replace and far cheaper to fix my leaking washing machine than having to call an appliance repairman,B01GXOY74Q,B0C27QFBTS,AFNDNQ3S4ZAIZP54P5SSTJFEA3UQ,1618502530875,0,True,0.0845,0.4094,0.5061
3.0,"Update, good washer with a few quirks . . .",Just bought this GE model It seems to be washing just fine the clothes are very clean smell good and are spun quite dry However we are noticing a really odd smell coming from the machine especially during the spin cycle It does not seem to effect the clothes Difficult to describe the best I can come up with is a sort of industrial chemical smell Also the unit makes a loud clunk when it first starts and some other odd noises throughout the cycles It is not quiet compared to my last machine but if I close the laundry room door it s fine I wonder if anyone else had the funny smell and if it is something that will wear off in time br br Update May the machine washes the clothes just fine and spins them SUPER dry The smell did eventually disappear If it goes into spin cycle and the clothes are off center it makes a UBER LOUD HORRIBLE NOISE I mean it sounds like something just crashed into the house I make sure to use to sheets towels or jeans option if I m doing a heavy load that seems to help I have found that I do use the automatic fill setting more than I thought I would Even though it looks like there isn t enough water the clothes still come out clean I can tell by the sound now whether I need to go move the knob to add more water I like that it still has the extra rinse option the new machines no longer have that Overall very satisfied,B007RWOUSM,B007RWOUSM,AHLZZV35Q72H3ETDTQGE4K5VGTIQ,1388530165000,1,False,0.1462,0.5565,0.2973
1.0,I didnt get the one I ordered I got a cheaper model that doesn't come apart,I ordered one that could come apart and was sent a much cheaper one that s bigger and doesn t co e apart,B09L952C93,B0B69D699Q,AE72LRK4L3ENLJYVC5GZESLOWNWQ,1664831519746,2,True,0.1453,0.6974,0.1573
1.0,Don’t order!!! Arrives Damaged!,DO NOT ORDER THIS PRODUCT Ordered twice and both came very damanged Was guaranteed the second one would be without damage but it was majorly dented Now our kitchen remodel is weeks behind The manufacturer won t do anything about it You re only option is to return the item back to amazon save yourself the stress don t order this item,B005HK6OP8,B005HK6OP8,AEIP4NYNMK2VSA6ZOJUITNOXXHNA,1534341225466,0,True,0.9305,0.063,0.0065
